Season,Date,Time,Home,Away,Result
2015/2016,17/07/2015,17:00,Wisla,Gornik Z.,D
2015/2016,17/07/2015,19:30,Lechia Gdansk,Cracovia,A
2015/2016,18/07/2015,14:30,Ruch,Leczna,A
2015/2016,18/07/2015,17:00,Zaglebie,Podbeskidzie,D
2015/2016,18/07/2015,19:30,Lech Poznan,Pogon Szczecin,A
2015/2016,19/07/2015,14:30,Korona Kielce,Jagiellonia,H
2015/2016,19/07/2015,17:00,Slask Wroclaw,Legia,A
2015/2016,20/07/2015,17:00,Piast Gliwice,Termalica B-B.,H
2015/2016,24/07/2015,17:00,Ruch,Piast Gliwice,H
2015/2016,24/07/2015,19:30,Cracovia,Wisla,D
2015/2016,25/07/2015,17:00,Zaglebie,Korona Kielce,A
2015/2016,25/07/2015,19:30,Lech Poznan,Lechia Gdansk,H
2015/2016,26/07/2015,14:30,Jagiellonia,Termalica B-B.,H
2015/2016,26/07/2015,14:30,Pogon Szczecin,Slask Wroclaw,D
2015/2016,26/07/2015,17:00,Legia,Podbeskidzie,H
2015/2016,27/07/2015,17:00,Leczna,Gornik Z.,H
2015/2016,31/07/2015,17:00,Piast Gliwice,Gornik Z.,H
2015/2016,31/07/2015,19:30,Lechia Gdansk,Pogon Szczecin,D
2015/2016,01/08/2015,17:00,Podbeskidzie,Cracovia,A
2015/2016,01/08/2015,19:30,Wisla,Lech Poznan,H
2015/2016,02/08/2015,14:30,Jagiellonia,Zaglebie,A
2015/2016,02/08/2015,14:30,Slask Wroclaw,Termalica B-B.,H
2015/2016,02/08/2015,17:00,Leczna,Legia,A
2015/2016,03/08/2015,17:00,Korona Kielce,Ruch,A
2015/2016,07/08/2015,17:00,Cracovia,Piast Gliwice,A
2015/2016,07/08/2015,19:30,Termalica B-B.,Zaglebie,H
2015/2016,08/08/2015,14:30,Gornik Z.,Jagiellonia,A
2015/2016,08/08/2015,17:00,Pogon Szczecin,Leczna,D
2015/2016,08/08/2015,19:30,Lech Poznan,Korona Kielce,D
2015/2016,09/08/2015,14:30,Slask Wroclaw,Lechia Gdansk,D
2015/2016,09/08/2015,17:00,Legia,Wisla,D
2015/2016,10/08/2015,17:00,Ruch,Podbeskidzie,D
2015/2016,14/08/2015,17:00,Korona Kielce,Cracovia,A
2015/2016,14/08/2015,19:30,Zaglebie,Lech Poznan,H
2015/2016,15/08/2015,14:30,Termalica B-B.,Gornik Z.,H
2015/2016,15/08/2015,17:00,Leczna,Slask Wroclaw,A
2015/2016,15/08/2015,19:30,Piast Gliwice,Legia,H
2015/2016,16/08/2015,14:30,Jagiellonia,Ruch,H
2015/2016,16/08/2015,17:00,Wisla,Lechia Gdansk,D
2015/2016,17/08/2015,17:00,Podbeskidzie,Pogon Szczecin,A
2015/2016,21/08/2015,17:00,Pogon Szczecin,Wisla,D
2015/2016,21/08/2015,19:30,Lechia Gdansk,Leczna,H
2015/2016,22/08/2015,14:30,Ruch,Termalica B-B.,H
2015/2016,22/08/2015,17:00,Slask Wroclaw,Podbeskidzie,D
2015/2016,22/08/2015,19:30,Cracovia,Jagiellonia,D
2015/2016,23/08/2015,14:30,Lech Poznan,Piast Gliwice,A
2015/2016,23/08/2015,17:00,Legia,Korona Kielce,A
2015/2016,24/08/2015,17:00,Gornik Z.,Zaglebie,D
2015/2016,28/08/2015,17:00,Podbeskidzie,Lechia Gdansk,D
2015/2016,28/08/2015,19:30,Wisla,Slask Wroclaw,H
2015/2016,29/08/2015,14:30,Piast Gliwice,Leczna,H
2015/2016,29/08/2015,17:00,Zaglebie,Ruch,H
2015/2016,29/08/2015,19:30,Korona Kielce,Pogon Szczecin,D
2015/2016,30/08/2015,14:30,Gornik Z.,Cracovia,D
2015/2016,30/08/2015,14:30,Termalica B-B.,Lech Poznan,H
2015/2016,30/08/2015,17:00,Jagiellonia,Legia,D
2015/2016,11/09/2015,17:00,Lechia Gdansk,Korona Kielce,D
2015/2016,11/09/2015,19:30,Legia,Zaglebie,D
2015/2016,12/09/2015,14:30,Slask Wroclaw,Jagiellonia,H
2015/2016,12/09/2015,17:00,Cracovia,Termalica B-B.,A
2015/2016,12/09/2015,19:30,Lech Poznan,Podbeskidzie,A
2015/2016,13/09/2015,14:30,Pogon Szczecin,Piast Gliwice,H
2015/2016,13/09/2015,17:00,Ruch,Gornik Z.,H
2015/2016,14/09/2015,17:00,Leczna,Wisla,H
2015/2016,18/09/2015,17:00,Gornik Z.,Slask Wroclaw,H
2015/2016,18/09/2015,19:30,Zaglebie,Cracovia,H
2015/2016,19/09/2015,14:30,Termalica B-B.,Pogon Szczecin,D
2015/2016,19/09/2015,17:00,Podbeskidzie,Wisla,A
2015/2016,19/09/2015,19:30,Piast Gliwice,Lechia Gdansk,H
2015/2016,20/09/2015,14:30,Ruch,Legia,A
2015/2016,20/09/2015,17:00,Jagiellonia,Lech Poznan,H
2015/2016,21/09/2015,17:00,Korona Kielce,Leczna,A
2015/2016,25/09/2015,17:00,Wisla,Korona Kielce,D
2015/2016,25/09/2015,19:30,Slask Wroclaw,Piast Gliwice,A
2015/2016,26/09/2015,14:30,Leczna,Podbeskidzie,A
2015/2016,26/09/2015,17:00,Cracovia,Ruch,H
2015/2016,26/09/2015,19:30,Lech Poznan,Gornik Z.,D
2015/2016,27/09/2015,14:30,Lechia Gdansk,Zaglebie,H
2015/2016,27/09/2015,17:00,Legia,Termalica B-B.,D
2015/2016,28/09/2015,17:00,Pogon Szczecin,Jagiellonia,H
2015/2016,02/10/2015,17:00,Ruch,Pogon Szczecin,A
2015/2016,02/10/2015,19:30,Jagiellonia,Lechia Gdansk,A
2015/2016,03/10/2015,14:30,Termalica B-B.,Leczna,D
2015/2016,03/10/2015,17:00,Korona Kielce,Podbeskidzie,D
2015/2016,03/10/2015,19:30,Piast Gliwice,Wisla,H
2015/2016,04/10/2015,14:30,Gornik Z.,Legia,D
2015/2016,04/10/2015,14:30,Zaglebie,Slask Wroclaw,D
2015/2016,04/10/2015,17:00,Cracovia,Lech Poznan,H
2015/2016,16/10/2015,17:00,Lechia Gdansk,Gornik Z.,D
2015/2016,16/10/2015,19:30,Slask Wroclaw,Korona Kielce,A
2015/2016,17/10/2015,14:30,Podbeskidzie,Piast Gliwice,D
2015/2016,17/10/2015,17:00,Lech Poznan,Ruch,D
2015/2016,17/10/2015,17:00,Leczna,Jagiellonia,H
2015/2016,18/10/2015,14:30,Wisla,Termalica B-B.,D
2015/2016,18/10/2015,17:00,Legia,Cracovia,H
2015/2016,19/10/2015,17:00,Pogon Szczecin,Zaglebie,D
2015/2016,23/10/2015,17:00,Ruch,Slask Wroclaw,H
2015/2016,23/10/2015,19:30,Jagiellonia,Wisla,A
2015/2016,24/10/2015,14:30,Cracovia,Pogon Szczecin,H
2015/2016,24/10/2015,17:00,Piast Gliwice,Korona Kielce,A
2015/2016,24/10/2015,17:00,Zaglebie,Leczna,D
2015/2016,25/10/2015,14:30,Termalica B-B.,Lechia Gdansk,A
2015/2016,25/10/2015,17:00,Legia,Lech Poznan,A
2015/2016,26/10/2015,17:00,Gornik Z.,Podbeskidzie,A
2015/2016,30/10/2015,17:00,Pogon Szczecin,Gornik Z.,D
2015/2016,30/10/2015,19:30,Leczna,Cracovia,H
2015/2016,30/10/2015,19:30,Wisla,Ruch,D
2015/2016,31/10/2015,14:30,Piast Gliwice,Zaglebie,H
2015/2016,31/10/2015,17:00,Lechia Gdansk,Legia,A
2015/2016,31/10/2015,19:30,Slask Wroclaw,Lech Poznan,D
2015/2016,02/11/2015,17:00,Korona Kielce,Termalica B-B.,A
2015/2016,02/11/2015,19:30,Podbeskidzie,Jagiellonia,D
2015/2016,06/11/2015,17:00,Zaglebie,Wisla,A
2015/2016,06/11/2015,19:30,Cracovia,Slask Wroclaw,H
2015/2016,07/11/2015,14:30,Termalica B-B.,Podbeskidzie,A
2015/2016,07/11/2015,17:00,Ruch,Lechia Gdansk,H
2015/2016,07/11/2015,19:30,Jagiellonia,Piast Gliwice,A
2015/2016,08/11/2015,14:30,Gornik Z.,Korona Kielce,A
2015/2016,08/11/2015,14:30,Lech Poznan,Leczna,H
2015/2016,08/11/2015,17:00,Legia,Pogon Szczecin,H
2015/2016,20/11/2015,17:00,Termalica B-B.,Piast Gliwice,A
2015/2016,20/11/2015,19:30,Gornik Z.,Wisla,D
2015/2016,21/11/2015,14:30,Jagiellonia,Korona Kielce,H
2015/2016,21/11/2015,17:00,Leczna,Ruch,A
2015/2016,21/11/2015,17:00,Legia,Slask Wroclaw,H
2015/2016,22/11/2015,14:30,Podbeskidzie,Zaglebie,A
2015/2016,22/11/2015,17:00,Pogon Szczecin,Lech Poznan,A
2015/2016,23/11/2015,17:00,Cracovia,Lechia Gdansk,H
2015/2016,27/11/2015,17:00,Korona Kielce,Zaglebie,A
2015/2016,27/11/2015,19:30,Piast Gliwice,Ruch,H
2015/2016,28/11/2015,14:30,Gornik Z.,Leczna,D
2015/2016,28/11/2015,19:30,Slask Wroclaw,Pogon Szczecin,D
2015/2016,29/11/2015,14:30,Lechia Gdansk,Lech Poznan,A
2015/2016,29/11/2015,14:30,Podbeskidzie,Legia,D
2015/2016,29/11/2015,17:00,Wisla,Cracovia,A
2015/2016,01/12/2015,17:00,Ruch,Korona Kielce,H
2015/2016,01/12/2015,17:00,Termalica B-B.,Slask Wroclaw,D
2015/2016,01/12/2015,19:30,Gornik Z.,Piast Gliwice,H
2015/2016,01/12/2015,19:30,Zaglebie,Jagiellonia,A
2015/2016,02/12/2015,17:00,Legia,Leczna,H
2015/2016,02/12/2015,17:00,Pogon Szczecin,Lechia Gdansk,H
2015/2016,02/12/2015,19:30,Cracovia,Podbeskidzie,H
2015/2016,02/12/2015,19:30,Lech Poznan,Wisla,H
2015/2016,04/12/2015,17:00,Zaglebie,Termalica B-B.,H
2015/2016,04/12/2015,19:30,Jagiellonia,Gornik Z.,A
2015/2016,05/12/2015,14:30,Korona Kielce,Lech Poznan,A
2015/2016,05/12/2015,17:00,Piast Gliwice,Cracovia,D
2015/2016,05/12/2015,17:00,Podbeskidzie,Ruch,D
2015/2016,06/12/2015,14:30,Lechia Gdansk,Slask Wroclaw,H
2015/2016,06/12/2015,17:00,Wisla,Legia,A
2015/2016,07/12/2015,17:00,Leczna,Pogon Szczecin,A
2015/2016,11/12/2015,17:00,Slask Wroclaw,Leczna,H
2015/2016,11/12/2015,19:30,Ruch,Jagiellonia,A
2015/2016,12/12/2015,14:30,Pogon Szczecin,Podbeskidzie,H
2015/2016,12/12/2015,17:00,Gornik Z.,Termalica B-B.,D
2015/2016,12/12/2015,17:00,Lechia Gdansk,Wisla,H
2015/2016,13/12/2015,14:30,Lech Poznan,Zaglebie,H
2015/2016,13/12/2015,17:00,Legia,Piast Gliwice,D
2015/2016,14/12/2015,17:00,Cracovia,Korona Kielce,D
2015/2016,16/12/2015,17:00,Termalica B-B.,Jagiellonia,H
2015/2016,18/12/2015,17:00,Zaglebie,Gornik Z.,A
2015/2016,18/12/2015,19:30,Wisla,Pogon Szczecin,A
2015/2016,19/12/2015,14:30,Termalica B-B.,Ruch,A
2015/2016,19/12/2015,17:00,Jagiellonia,Cracovia,D
2015/2016,19/12/2015,17:00,Leczna,Lechia Gdansk,H
2015/2016,20/12/2015,14:30,Korona Kielce,Legia,A
2015/2016,20/12/2015,17:00,Piast Gliwice,Lech Poznan,H
2015/2016,21/12/2015,17:00,Podbeskidzie,Slask Wroclaw,A
2015/2016,12/02/2016,17:00,Ruch,Zaglebie,D
2015/2016,12/02/2016,19:30,Slask Wroclaw,Wisla,H
2015/2016,13/02/2016,14:30,Leczna,Piast Gliwice,D
2015/2016,13/02/2016,17:00,Cracovia,Gornik Z.,H
2015/2016,13/02/2016,17:00,Lechia Gdansk,Podbeskidzie,H
2015/2016,14/02/2016,14:30,Lech Poznan,Termalica B-B.,H
2015/2016,14/02/2016,17:00,Legia,Jagiellonia,H
2015/2016,15/02/2016,17:00,Pogon Szczecin,Korona Kielce,H
2015/2016,19/02/2016,17:00,Jagiellonia,Slask Wroclaw,H
2015/2016,19/02/2016,19:30,Piast Gliwice,Pogon Szczecin,D
2015/2016,20/02/2016,14:30,Korona Kielce,Lechia Gdansk,H
2015/2016,20/02/2016,17:00,Podbeskidzie,Lech Poznan,H
2015/2016,20/02/2016,17:00,Termalica B-B.,Cracovia,D
2015/2016,21/02/2016,14:30,Zaglebie,Legia,A
2015/2016,21/02/2016,17:00,Gornik Z.,Ruch,A
2015/2016,22/02/2016,17:00,Wisla,Leczna,D
2015/2016,26/02/2016,17:00,Slask Wroclaw,Gornik Z.,D
2015/2016,26/02/2016,19:30,Cracovia,Zaglebie,A
2015/2016,27/02/2016,14:30,Leczna,Korona Kielce,H
2015/2016,27/02/2016,17:00,Lechia Gdansk,Piast Gliwice,H
2015/2016,27/02/2016,19:30,Wisla,Podbeskidzie,A
2015/2016,28/02/2016,14:30,Lech Poznan,Jagiellonia,A
2015/2016,28/02/2016,14:30,Pogon Szczecin,Termalica B-B.,D
2015/2016,28/02/2016,17:00,Legia,Ruch,H
2015/2016,01/03/2016,17:00,Podbeskidzie,Leczna,H
2015/2016,01/03/2016,19:30,Zaglebie,Lechia Gdansk,H
2015/2016,02/03/2016,17:00,Ruch,Cracovia,A
2015/2016,02/03/2016,17:00,Termalica B-B.,Legia,H
2015/2016,02/03/2016,19:30,Gornik Z.,Lech Poznan,A
2015/2016,02/03/2016,19:30,Jagiellonia,Pogon Szczecin,D
2015/2016,04/03/2016,17:00,Podbeskidzie,Korona Kielce,D
2015/2016,04/03/2016,19:30,Wisla,Piast Gliwice,D
2015/2016,05/03/2016,14:30,Leczna,Termalica B-B.,A
2015/2016,05/03/2016,17:00,Slask Wroclaw,Zaglebie,A
2015/2016,05/03/2016,19:30,Legia,Gornik Z.,H
2015/2016,06/03/2016,14:30,Lechia Gdansk,Jagiellonia,H
2015/2016,06/03/2016,17:00,Lech Poznan,Cracovia,H
2015/2016,07/03/2016,17:00,Pogon Szczecin,Ruch,A
2015/2016,08/03/2016,17:00,Korona Kielce,Wisla,D
2015/2016,08/03/2016,17:00,Piast Gliwice,Slask Wroclaw,H
2015/2016,11/03/2016,17:00,Korona Kielce,Slask Wroclaw,D
2015/2016,11/03/2016,19:30,Piast Gliwice,Podbeskidzie,H
2015/2016,12/03/2016,14:30,Jagiellonia,Leczna,H
2015/2016,12/03/2016,17:00,Cracovia,Legia,A
2015/2016,12/03/2016,19:30,Ruch,Lech Poznan,A
2015/2016,13/03/2016,14:30,Zaglebie,Pogon Szczecin,D
2015/2016,13/03/2016,17:00,Gornik Z.,Lechia Gdansk,D
2015/2016,14/03/2016,17:00,Termalica B-B.,Wisla,A
2015/2016,18/03/2016,17:00,Korona Kielce,Piast Gliwice,D
2015/2016,18/03/2016,19:30,Wisla,Jagiellonia,H
2015/2016,19/03/2016,14:30,Podbeskidzie,Gornik Z.,D
2015/2016,19/03/2016,17:00,Slask Wroclaw,Ruch,D
2015/2016,19/03/2016,19:30,Lech Poznan,Legia,A
2015/2016,20/03/2016,14:30,Lechia Gdansk,Termalica B-B.,D
2015/2016,20/03/2016,14:30,Leczna,Zaglebie,A
2015/2016,20/03/2016,17:00,Pogon Szczecin,Cracovia,D
2015/2016,01/04/2016,17:00,Gornik Z.,Pogon Szczecin,D
2015/2016,01/04/2016,19:30,Lech Poznan,Slask Wroclaw,A
2015/2016,02/04/2016,14:30,Termalica B-B.,Korona Kielce,A
2015/2016,02/04/2016,17:00,Cracovia,Leczna,D
2015/2016,02/04/2016,19:30,Legia,Lechia Gdansk,D
2015/2016,03/04/2016,14:30,Zaglebie,Piast Gliwice,H
2015/2016,03/04/2016,17:00,Ruch,Wisla,A
2015/2016,04/04/2016,17:00,Jagiellonia,Podbeskidzie,A
2015/2016,09/04/2016,17:00,Korona Kielce,Gornik Z.,H
2015/2016,09/04/2016,17:00,Lechia Gdansk,Ruch,H
2015/2016,09/04/2016,17:00,Leczna,Lech Poznan,A
2015/2016,09/04/2016,17:00,Piast Gliwice,Jagiellonia,H
2015/2016,09/04/2016,17:00,Podbeskidzie,Termalica B-B.,H
2015/2016,09/04/2016,17:00,Pogon Szczecin,Legia,D
2015/2016,09/04/2016,17:00,Slask Wroclaw,Cracovia,H
2015/2016,09/04/2016,17:00,Wisla,Zaglebie,D
2015/2016,15/04/2016,17:00,Pogon Szczecin,Ruch,D
2015/2016,15/04/2016,19:30,Legia,Lech Poznan,H
2015/2016,16/04/2016,14:30,Korona Kielce,Slask Wroclaw,D
2015/2016,16/04/2016,17:00,Zaglebie,Lechia Gdansk,A
2015/2016,16/04/2016,19:30,Piast Gliwice,Cracovia,D
2015/2016,17/04/2016,14:30,Jagiellonia,Leczna,H
2015/2016,17/04/2016,14:30,Podbeskidzie,Termalica B-B.,A
2015/2016,17/04/2016,17:00,Wisla,Gornik Z.,H
2015/2016,19/04/2016,17:00,Cracovia,Zaglebie,H
2015/2016,19/04/2016,17:00,Lech Poznan,Piast Gliwice,D
2015/2016,19/04/2016,19:30,Lechia Gdansk,Pogon Szczecin,H
2015/2016,19/04/2016,19:30,Ruch,Legia,D
2015/2016,20/04/2016,17:00,Leczna,Wisla,A
2015/2016,20/04/2016,17:00,Termalica B-B.,Korona Kielce,D
2015/2016,20/04/2016,19:30,Gornik Z.,Podbeskidzie,H
2015/2016,20/04/2016,19:30,Slask Wroclaw,Jagiellonia,H
2015/2016,22/04/2016,17:00,Zaglebie,Ruch,H
2015/2016,22/04/2016,19:30,Legia,Cracovia,H
2015/2016,23/04/2016,14:30,Korona Kielce,Leczna,D
2015/2016,23/04/2016,17:00,Podbeskidzie,Slask Wroclaw,A
2015/2016,23/04/2016,19:30,Pogon Szczecin,Lech Poznan,H
2015/2016,24/04/2016,14:30,Jagiellonia,Gornik Z.,D
2015/2016,24/04/2016,17:00,Piast Gliwice,Lechia Gdansk,H
2015/2016,25/04/2016,17:00,Wisla,Termalica B-B.,D
2015/2016,28/04/2016,17:00,Lech Poznan,Lechia Gdansk,D
2015/2016,28/04/2016,17:00,Zaglebie,Legia,H
2015/2016,29/04/2016,17:00,Gornik Z.,Slask Wroclaw,H
2015/2016,29/04/2016,19:30,Ruch,Cracovia,A
2015/2016,30/04/2016,17:00,Termalica B-B.,Leczna,A
2015/2016,30/04/2016,19:30,Korona Kielce,Wisla,H
2015/2016,01/05/2016,14:30,Jagiellonia,Podbeskidzie,H
2015/2016,01/05/2016,17:00,Piast Gliwice,Pogon Szczecin,H
2015/2016,06/05/2016,17:00,Podbeskidzie,Korona Kielce,D
2015/2016,06/05/2016,19:30,Wisla,Jagiellonia,H
2015/2016,07/05/2016,14:30,Slask Wroclaw,Termalica B-B.,H
2015/2016,07/05/2016,17:00,Leczna,Gornik Z.,D
2015/2016,07/05/2016,19:30,Lechia Gdansk,Ruch,H
2015/2016,08/05/2016,14:30,Cracovia,Lech Poznan,H
2015/2016,08/05/2016,14:30,Pogon Szczecin,Zaglebie,A
2015/2016,08/05/2016,17:00,Legia,Piast Gliwice,H
2015/2016,10/05/2016,19:30,Gornik Z.,Korona Kielce,D
2015/2016,10/05/2016,19:30,Jagiellonia,Termalica B-B.,A
2015/2016,10/05/2016,19:30,Leczna,Podbeskidzie,H
2015/2016,10/05/2016,19:30,Wisla,Slask Wroclaw,D
2015/2016,11/05/2016,19:30,Lechia Gdansk,Legia,H
2015/2016,11/05/2016,19:30,Pogon Szczecin,Cracovia,H
2015/2016,11/05/2016,19:30,Ruch,Piast Gliwice,A
2015/2016,11/05/2016,19:30,Zaglebie,Lech Poznan,H
2015/2016,14/05/2016,14:30,Korona Kielce,Jagiellonia,A
2015/2016,14/05/2016,14:30,Podbeskidzie,Wisla,A
2015/2016,14/05/2016,14:30,Slask Wroclaw,Leczna,H
2015/2016,14/05/2016,14:30,Termalica B-B.,Gornik Z.,D
2015/2016,15/05/2016,17:00,Cracovia,Lechia Gdansk,H
2015/2016,15/05/2016,17:00,Lech Poznan,Ruch,H
2015/2016,15/05/2016,17:00,Legia,Pogon Szczecin,H
2015/2016,15/05/2016,17:00,Piast Gliwice,Zaglebie,A
2016/2017,15/07/2016,17:00,Wisla Plock,Lechia Gdansk,H
2016/2017,15/07/2016,19:30,Slask Wroclaw,Lech Poznan,D
2016/2017,16/07/2016,14:30,Ruch,Leczna,H
2016/2017,16/07/2016,17:00,Wisla,Pogon Szczecin,H
2016/2017,16/07/2016,19:30,Legia,Jagiellonia,D
2016/2017,17/07/2016,14:30,Zaglebie,Korona Kielce,H
2016/2017,17/07/2016,17:00,Cracovia,Piast Gliwice,H
2016/2017,18/07/2016,17:00,Termalica B-B.,Arka Gdynia,H
2016/2017,22/07/2016,17:00,Pogon Szczecin,Korona Kielce,D
2016/2017,22/07/2016,19:30,Arka Gdynia,Wisla,H
2016/2017,23/07/2016,17:00,Jagiellonia,Ruch,H
2016/2017,23/07/2016,19:30,Legia,Slask Wroclaw,D
2016/2017,24/07/2016,14:30,Piast Gliwice,Wisla Plock,H
2016/2017,24/07/2016,14:30,Termalica B-B.,Cracovia,H
2016/2017,24/07/2016,17:00,Lech Poznan,Zaglebie,A
2016/2017,25/07/2016,17:00,Leczna,Lechia Gdansk,A
2016/2017,29/07/2016,17:00,Arka Gdynia,Ruch,H
2016/2017,29/07/2016,19:30,Lech Poznan,Jagiellonia,A
2016/2017,30/07/2016,17:00,Lechia Gdansk,Wisla,H
2016/2017,30/07/2016,19:30,Wisla Plock,Legia,A
2016/2017,31/07/2016,14:30,Leczna,Cracovia,D
2016/2017,31/07/2016,14:30,Zaglebie,Termalica B-B.,H
2016/2017,31/07/2016,17:00,Korona Kielce,Piast Gliwice,D
2016/2017,01/08/2016,17:00,Pogon Szczecin,Slask Wroclaw,A
2016/2017,05/08/2016,17:00,Jagiellonia,Arka Gdynia,H
2016/2017,05/08/2016,19:30,Cracovia,Wisla,H
2016/2017,06/08/2016,14:30,Termalica B-B.,Leczna,H
2016/2017,06/08/2016,17:00,Slask Wroclaw,Lechia Gdansk,D
2016/2017,06/08/2016,19:30,Korona Kielce,Lech Poznan,H
2016/2017,07/08/2016,14:30,Zaglebie,Pogon Szczecin,D
2016/2017,07/08/2016,17:00,Legia,Piast Gliwice,D
2016/2017,08/08/2016,17:00,Ruch,Wisla Plock,D
2016/2017,12/08/2016,17:00,Lechia Gdansk,Korona Kielce,H
2016/2017,12/08/2016,19:30,Lech Poznan,Cracovia,H
2016/2017,13/08/2016,14:30,Arka Gdynia,Slask Wroclaw,H
2016/2017,13/08/2016,17:00,Leczna,Legia,H
2016/2017,13/08/2016,19:30,Pogon Szczecin,Termalica B-B.,H
2016/2017,14/08/2016,14:30,Piast Gliwice,Zaglebie,D
2016/2017,14/08/2016,17:00,Wisla,Ruch,A
2016/2017,15/08/2016,17:00,Wisla Plock,Jagiellonia,H
2016/2017,19/08/2016,17:00,Slask Wroclaw,Wisla Plock,D
2016/2017,19/08/2016,19:30,Termalica B-B.,Lech Poznan,D
2016/2017,20/08/2016,14:30,Cracovia,Ruch,D
2016/2017,20/08/2016,17:00,Piast Gliwice,Pogon Szczecin,A
2016/2017,20/08/2016,19:30,Legia,Arka Gdynia,A
2016/2017,21/08/2016,14:30,Zaglebie,Leczna,D
2016/2017,21/08/2016,17:00,Jagiellonia,Lechia Gdansk,A
2016/2017,22/08/2016,17:00,Korona Kielce,Wisla,H
2016/2017,26/08/2016,17:00,Wisla Plock,Korona Kielce,A
2016/2017,26/08/2016,19:30,Wisla,Slask Wroclaw,A
2016/2017,27/08/2016,14:30,Pogon Szczecin,Cracovia,D
2016/2017,27/08/2016,17:00,Leczna,Jagiellonia,A
2016/2017,27/08/2016,19:30,Arka Gdynia,Zaglebie,D
2016/2017,28/08/2016,14:30,Lech Poznan,Piast Gliwice,H
2016/2017,28/08/2016,17:00,Lechia Gdansk,Termalica B-B.,A
2016/2017,28/08/2016,17:00,Ruch,Legia,A
2016/2017,09/09/2016,17:00,Cracovia,Lechia Gdansk,A
2016/2017,09/09/2016,19:30,Zaglebie,Wisla Plock,A
2016/2017,10/09/2016,14:30,Piast Gliwice,Leczna,D
2016/2017,10/09/2016,17:00,Korona Kielce,Arka Gdynia,H
2016/2017,10/09/2016,19:30,Termalica B-B.,Legia,H
2016/2017,11/09/2016,14:30,Lech Poznan,Pogon Szczecin,H
2016/2017,11/09/2016,17:00,Jagiellonia,Wisla,H
2016/2017,12/09/2016,17:00,Slask Wroclaw,Ruch,A
2016/2017,16/09/2016,17:00,Ruch,Termalica B-B.,A
2016/2017,16/09/2016,19:30,Slask Wroclaw,Jagiellonia,A
2016/2017,17/09/2016,14:30,Leczna,Korona Kielce,H
2016/2017,17/09/2016,17:00,Wisla Plock,Pogon Szczecin,H
2016/2017,17/09/2016,19:30,Wisla,Piast Gliwice,H
2016/2017,18/09/2016,14:30,Lechia Gdansk,Lech Poznan,H
2016/2017,18/09/2016,17:00,Legia,Zaglebie,A
2016/2017,19/09/2016,17:00,Arka Gdynia,Cracovia,H
2016/2017,23/09/2016,17:00,Termalica B-B.,Wisla Plock,D
2016/2017,23/09/2016,19:30,Wisla,Legia,D
2016/2017,24/09/2016,14:30,Pogon Szczecin,Leczna,D
2016/2017,24/09/2016,17:00,Lechia Gdansk,Ruch,H
2016/2017,24/09/2016,19:30,Zaglebie,Cracovia,D
2016/2017,25/09/2016,14:30,Korona Kielce,Jagiellonia,A
2016/2017,25/09/2016,17:00,Lech Poznan,Arka Gdynia,D
2016/2017,26/09/2016,17:00,Piast Gliwice,Slask Wroclaw,D
2016/2017,30/09/2016,17:00,Ruch,Zaglebie,A
2016/2017,30/09/2016,19:30,Leczna,Lech Poznan,A
2016/2017,01/10/2016,14:30,Arka Gdynia,Piast Gliwice,A
2016/2017,01/10/2016,17:00,Wisla Plock,Wisla,A
2016/2017,01/10/2016,19:30,Legia,Lechia Gdansk,H
2016/2017,02/10/2016,14:30,Cracovia,Korona Kielce,H
2016/2017,02/10/2016,14:30,Slask Wroclaw,Termalica B-B.,A
2016/2017,02/10/2016,17:00,Jagiellonia,Pogon Szczecin,D
2016/2017,14/10/2016,17:00,Cracovia,Wisla Plock,H
2016/2017,14/10/2016,19:30,Pogon Szczecin,Legia,H
2016/2017,15/10/2016,14:30,Leczna,Arka Gdynia,D
2016/2017,15/10/2016,17:00,Piast Gliwice,Ruch,H
2016/2017,15/10/2016,19:30,Zaglebie,Lechia Gdansk,A
2016/2017,16/10/2016,14:30,Termalica B-B.,Jagiellonia,D
2016/2017,16/10/2016,17:00,Lech Poznan,Wisla,D
2016/2017,17/10/2016,17:00,Korona Kielce,Slask Wroclaw,A
2016/2017,21/10/2016,17:00,Arka Gdynia,Pogon Szczecin,A
2016/2017,21/10/2016,19:30,Wisla,Termalica B-B.,H
2016/2017,22/10/2016,14:30,Wisla Plock,Leczna,A
2016/2017,22/10/2016,17:00,Slask Wroclaw,Cracovia,D
2016/2017,22/10/2016,19:30,Legia,Lech Poznan,H
2016/2017,23/10/2016,14:30,Lechia Gdansk,Piast Gliwice,H
2016/2017,23/10/2016,17:00,Jagiellonia,Zaglebie,A
2016/2017,24/10/2016,17:00,Ruch,Korona Kielce,H
2016/2017,28/10/2016,17:00,Piast Gliwice,Termalica B-B.,H
2016/2017,28/10/2016,19:30,Korona Kielce,Legia,A
2016/2017,29/10/2016,14:30,Leczna,Slask Wroclaw,A
2016/2017,29/10/2016,17:00,Pogon Szczecin,Ruch,H
2016/2017,29/10/2016,19:30,Lech Poznan,Wisla Plock,H
2016/2017,30/10/2016,14:30,Cracovia,Jagiellonia,A
2016/2017,30/10/2016,17:00,Arka Gdynia,Lechia Gdansk,D
2016/2017,31/10/2016,17:00,Zaglebie,Wisla,D
2016/2017,04/11/2016,17:00,Wisla Plock,Arka Gdynia,D
